cycle,investor_percent_share,exotic_price_per_bdft,native_price_per_bdft,length(trees where ((each.type = NATIVE) and (each.state = SEEDLING))),length(trees where ((each.type = NATIVE) and (each.state = SAPLING))),length(trees where ((each.type = NATIVE) and (each.state = POLE))),length(trees where ((each.type = NATIVE) and (each.state = ADULT))),length(trees where ((each.type = EXOTIC) and (each.state = SEEDLING))),length(trees where ((each.type = EXOTIC) and (each.state = SAPLING))),length(trees where ((each.type = EXOTIC) and (each.state = POLE))),length(trees where ((each.type = EXOTIC) and (each.state = ADULT))),management_running_cost,ITP_running_earning,net_running_earning,partners_earning,independent_earning,investor_total_profit,total_investment_cost,total_investments
636,0.75,45.06,148.05,110833,238236,61280,20241,12589,21987,4191,21327,34113614.30387555,31782460.321021006,-2331153.982854545,13102.865586070573,0.0,0.0,0.0,0
637,0.75,45.06,148.05,106422,239141,61375,20260,17439,21429,4175,21279,34317107.67201208,31855876.959901452,-2461230.712110631,39144.190607569566,0.0,0.0,0.0,0
638,0.75,45.06,148.05,105189,236873,61621,20269,16930,20958,4125,21256,34353657.2561665,31985617.787264124,-2368039.4689023793,28353.275102228276,0.0,0.0,0.0,0
639,0.75,45.06,148.05,104011,234330,62121,20270,4861,32053,4091,21204,34416060.336576745,32059744.826844446,-2356315.5097322986,27198.960407697436,0.0,0.0,0.0,0
640,0.75,45.06,148.05,102826,232037,62379,20283,4720,31302,4049,21162,34466108.35572826,32165121.663376052,-2300986.6923522092,31032.229320262322,0.0,0.0,0.0,0
641,0.75,45.06,148.05,116336,229837,62531,20303,4583,30557,4013,21124,34532313.524381235,32290332.10266477,-2241981.4217164665,38746.82150656574,0.0,0.0,0.0,0
642,0.75,45.06,148.05,129919,227886,62502,20322,4448,29853,3974,21054,34604140.72992369,32361901.691034876,-2242239.038888812,34966.31422853865,0.0,0.0,0.0,0
643,0.75,45.06,148.05,143415,226085,62386,20319,4312,29129,3945,21032,34645398.4136204,32500900.320418958,-2144498.09320144,15968.919831570809,0.0,0.0,0.0,0
644,0.75,45.06,148.05,141778,224307,62260,20324,4183,28386,3901,20980,34719056.01185121,32547127.5875501,-2171928.4243011065,46090.56213514872,0.0,0.0,0.0,0
645,0.75,45.06,148.05,138880,223638,62239,20325,4051,27679,3862,20964,34754637.27374122,32682836.382084288,-2071800.8916569352,14465.884341490259,0.0,0.0,0.0,0
646,0.75,45.06,148.05,129018,229796,62267,20325,3939,26913,3902,20919,34827319.70238559,32777825.872229878,-2049493.8301557116,28469.349046944855,0.0,0.0,0.0,0
647,0.75,45.06,148.05,120883,234394,62244,20328,3808,26193,3911,20879,34881878.53798449,32821010.102180477,-2060868.4358040132,26145.628015652273,0.0,0.0,0.0,0
648,0.75,45.06,148.05,111623,240109,62264,20328,3684,25531,3894,20878,34934806.45681051,32954511.847206496,-1980294.609604016,20067.071560040684,0.0,0.0,0.0,0
649,0.75,45.06,148.05,107015,241182,62424,20328,20189,24939,3846,20829,35145805.62949786,33019535.539142977,-2126270.090354886,42526.97766351764,0.0,0.0,0.0,0
650,0.75,45.06,148.05,105778,238699,62797,20328,19632,24380,3798,20813,35174728.669986255,33124283.896373708,-2050444.7736125477,13453.919953073288,0.0,0.0,0.0,0
651,0.75,45.06,148.05,104564,236094,63297,20331,15695,27177,3758,20754,35239492.25402539,33161199.877612956,-2078292.3764124364,10252.894393722452,0.0,0.0,0.0,0
652,0.75,45.06,148.05,103339,233705,63611,20328,15234,26591,3720,20748,35271763.52688766,33314798.59144075,-1956964.9354469143,22888.943245824812,0.0,0.0,0.0,0
653,0.75,45.06,148.05,116773,231779,63659,20326,14783,25947,3689,20681,35350219.39005376,33377643.75965662,-1972575.6303971373,28039.057310789678,0.0,0.0,0.0,0
654,0.75,45.06,148.05,130352,229899,63516,20333,14344,25380,3648,20663,35371833.617898755,33509823.700057954,-1862009.9178408012,13646.056477287146,0.0,0.0,0.0,0
655,0.75,45.06,148.05,144102,228090,63447,20338,13913,24781,3599,20618,35445467.15582389,33648884.303030126,-1796582.8527937606,30244.718238329464,0.0,0.0,0.0,0
656,0.75,45.06,148.05,142361,226117,63437,20346,13523,24198,3561,20560,35506362.22184094,33694083.04809653,-1812279.1737444103,24216.91987268034,0.0,0.0,0.0,0
657,0.75,45.06,148.05,139610,225260,63478,20361,13126,23630,3522,20534,35562796.92823238,33812409.90754176,-1750387.02069062,23686.115858938483,0.0,0.0,0.0,0
658,0.75,45.06,148.05,129756,231498,63439,20374,12752,22762,3809,20489,35623210.63736151,33881833.330015115,-1741377.3073463961,40844.99229699176,0.0,0.0,0.0,0
659,0.75,45.06,148.05,121573,236209,63404,20372,12371,22029,3984,20468,35674208.16267136,34023273.4536267,-1650934.7090446576,30534.643906124667,0.0,0.0,0.0,0
660,0.75,45.06,148.05,112292,241994,63433,20382,12014,21385,4106,20415,35745597.13245742,34090372.80480225,-1655224.3276551738,33388.887962947265,0.0,0.0,0.0,0
0,0.75,45.06,49.35,25,50,54885,7400,0,0,35698,26732,45519.51,0.0,0.0,0.0,0.0,0.0,0.0,0
1,0.75,45.06,49.35,25,289,54681,7396,0,0,35433,26714,142548.11999999997,0.0,-142548.11999999997,0.0,0.0,0.0,0.0,0
2,0.75,45.06,49.35,25,288,54483,7392,0,0,35201,26681,142548.11999999997,0.0,-142548.11999999997,0.0,0.0,0.0,0.0,0
3,0.75,45.06,49.35,24,288,54288,7390,0,0,34901,26651,221580.33759999997,0.0,-221580.33759999997,0.0,0.0,0.0,0.0,0
4,0.75,45.06,49.35,24,286,54103,7385,0,0,34691,26622,221580.33759999997,0.0,-221580.33759999997,0.0,0.0,0.0,0.0,0
5,0.75,45.06,49.35,9127,750,53859,7422,0,0,34466,26597,699485.0375999999,81450.86750536723,-618034.1700946327,0.0,0.0,0.0,0.0,0
6,0.75,45.06,49.35,15978,854,53661,7426,0,0,34216,26514,724599.5120236888,81450.86750536723,-643148.6445183215,10790.294756024316,0.0,0.0,0.0,0
7,0.75,45.06,49.35,18600,1243,53472,7430,0,0,33987,26496,768127.872196991,135464.73247474348,-632663.1397222475,28172.86864,0.0,0.0,0.0,0
8,0.75,45.06,49.35,18371,1402,53272,7438,0,0,33776,26447,804113.3509780869,137781.52699150017,-666331.8239865868,9194.008344170963,0.0,0.0,0.0,0
9,0.75,45.06,49.35,18137,1741,53024,7488,0,0,33564,26425,842100.9606011196,193417.7402785792,-648683.2203225404,24083.025870645382,0.0,0.0,0.0,0
10,0.75,45.06,49.35,17916,1958,52843,7490,0,0,32273,27469,886213.584743945,193417.7402785792,-692795.8444653659,17047.7632529217,0.0,0.0,0.0,0
11,0.75,45.06,49.35,17722,2250,52649,7494,0,0,31502,28040,919668.8451972163,237004.6850097663,-682664.16018745,22304.13268885781,0.0,0.0,0.0,0
12,0.75,45.06,49.35,17518,2473,52471,7489,0,0,31292,27992,964416.2829819119,247486.12261096956,-716930.1603709423,0.0,0.0,0.0,0.0,0
13,0.75,45.06,49.35,17290,2584,52205,7562,0,0,30909,28129,1109362.485009943,267838.1342505257,-841524.3507594173,8449.552622595202,0.0,0.0,0.0,0
14,0.75,45.06,49.35,17093,2826,52032,7554,0,0,30720,28092,1135343.7844207515,298396.58980213455,-836947.194618617,9064.47212885781,0.0,0.0,0.0,0
15,0.75,45.06,49.35,16886,3083,51862,7550,0,0,30533,28048,1168079.4257875024,326360.1642882399,-841719.2614992625,24028.068283690438,0.0,0.0,0.0,0
16,0.75,45.06,49.35,16647,3352,51662,7547,0,0,30354,28005,1203075.7358227428,334175.4243787392,-868900.3114440036,12279.993667200693,0.0,0.0,0.0,0
17,0.75,45.06,49.35,17572,3592,51475,7563,0,0,29890,28241,1230301.5629074317,354600.09881156,-875701.4640958717,6781.625964688832,0.0,0.0,0.0,0
18,0.75,45.06,49.35,25267,3857,51283,7574,0,0,29706,28194,1264316.0891353395,380452.5562107108,-883863.5329246287,17808.49608312097,0.0,0.0,0.0,0
19,0.75,45.06,49.35,32294,4094,51131,7574,0,0,29505,28162,1289984.2588654268,386489.3767330808,-903494.882132346,3276.6858501649986,0.0,0.0,0.0,0
20,0.75,45.06,49.35,31924,4232,50955,7580,0,0,29314,28135,1301922.27342984,412630.6594692212,-889291.6139606189,905.5774933333333,0.0,0.0,0.0,0
21,0.75,45.06,49.35,31521,4399,50760,7610,0,0,29133,28101,1328914.7257530296,423232.57872216805,-905682.1470308616,8017.799454327167,0.0,0.0,0.0,0
22,0.75,45.06,49.35,31144,4609,50522,7654,0,0,28959,28074,1353998.418068554,451484.8343624499,-902513.5837061042,14105.055502222222,0.0,0.0,0.0,0
23,0.75,45.06,49.35,30778,4897,50367,7662,0,0,28792,28038,1406594.5714854426,470409.5841684582,-936184.9873169845,19885.94320339665,0.0,0.0,0.0,0
24,0.75,45.06,49.35,30433,5107,50185,7661,0,0,28641,28011,1422243.6095377216,494563.3143021477,-927680.2952355739,5336.269508458006,0.0,0.0,0.0,0
25,0.75,45.06,49.35,30061,5368,50015,7661,26130,0,28494,27984,1597354.7253914862,524940.5439626033,-1072414.1814288828,8536.52014868687,0.0,0.0,0.0,0
26,0.75,45.06,49.35,29688,5605,49768,7734,25387,0,28325,27942,1623522.375015696,533820.7051779259,-1089701.66983777,3844.506625649171,0.0,0.0,0.0,0
27,0.75,45.06,49.35,29321,5746,49604,7729,24633,0,28142,27912,1642414.6964843504,561778.0521047494,-1080636.6443796009,5135.859155771015,0.0,0.0,0.0,0
28,0.75,45.06,49.35,28967,5898,49433,7724,23867,0,28000,27866,1668153.7373417676,562231.6840880445,-1105922.0532537233,846.7737599999999,0.0,0.0,0.0,0
29,0.75,45.06,49.35,34012,6055,49251,7730,23173,0,27840,27837,1681778.9252041227,591342.9394311311,-1090435.9857729916,6781.775005842226,0.0,0.0,0.0,0
30,0.75,45.06,49.35,36567,6305,49046,7776,22547,0,27674,27799,1724058.9304637664,608107.3616474881,-1115951.5688162784,18876.176593131317,0.0,0.0,0.0,0
31,0.75,45.06,49.35,44126,6524,48870,7770,21875,0,26520,28770,1747955.171257874,627201.7638788491,-1120753.407379025,19134.223965420686,0.0,0.0,0.0,0
32,0.75,45.06,49.35,43601,6779,48658,7777,21251,0,25769,29303,1788880.7505271079,634318.9544879843,-1154561.7960391236,10856.290229233773,0.0,0.0,0.0,0
33,0.75,45.06,49.35,43105,6952,48470,7783,20589,0,25633,29275,1815641.459066262,659215.8515267303,-1156425.6075395318,7022.15221915417,0.0,0.0,0.0,0
34,0.75,45.06,49.35,42605,7211,48227,7860,20020,0,25498,29239,1857484.5485414905,675645.6712360438,-1181838.8773054467,11389.992884185598,0.0,0.0,0.0,0
35,0.75,45.06,49.35,42097,7319,48032,7900,19455,0,25348,29201,1884420.3294323836,685207.7956098837,-1199212.5338225,5248.424172921953,0.0,0.0,0.0,0
36,0.75,45.06,49.35,41609,7461,47852,7915,18912,0,25205,29166,1952897.266676828,694786.0667607372,-1258111.1999160908,493.95135999999997,0.0,0.0,0.0,0
37,0.75,45.06,49.35,41158,7651,47686,7915,20334,0,25057,29144,2118342.143775304,717627.4223386024,-1400714.7214367015,16749.44157090909,0.0,0.0,0.0,0
38,0.75,45.06,49.35,40702,7884,47508,7935,19755,0,24908,29105,2175697.495693552,735322.8365005984,-1440374.6591929535,19930.49980869735,0.0,0.0,0.0,0
39,0.75,45.06,49.35,40197,8022,47294,7996,1894,17307,24611,29241,2209960.7004301636,752740.9688090704,-1457219.7316210931,26559.864415353535,0.0,0.0,0.0,0
40,0.75,45.06,49.35,39754,8299,47140,7991,1840,16795,24470,29193,2258995.7816935135,771490.1951149313,-1487505.5865785822,15679.78177122558,0.0,0.0,0.0,0
41,0.75,45.06,49.35,46686,8438,46975,7994,1792,16371,24334,29153,2278280.7111319685,789685.123056016,-1488595.5880759526,8645.10852555235,0.0,0.0,0.0,0
42,0.75,45.06,49.35,51889,8574,46763,8048,1746,15934,24202,29118,2320403.9131649323,791216.4686864836,-1529187.4444784487,14428.507503064944,0.0,0.0,0.0,0
43,0.75,45.06,49.35,55067,8742,46467,8193,1707,15505,24069,29082,2335678.6128388913,808314.3825231022,-1527364.230315789,5319.476184615385,0.0,0.0,0.0,0
44,0.75,45.06,49.35,54430,8938,46310,8200,1653,15103,23931,29032,2366373.159496747,836752.8268852825,-1529620.3326114644,4485.33940947392,0.0,0.0,0.0,0
45,0.75,45.06,49.35,53021,9884,46139,8202,1597,14695,23793,29001,2406304.5024478026,843440.1821352158,-1562864.3203125866,21577.607016581263,0.0,0.0,0.0,0
46,0.75,45.06,49.35,47463,15032,46007,8205,1558,14261,23671,28966,2427826.006426825,875417.9566985354,-1552408.0497282897,11025.576635524474,0.0,0.0,0.0,0
47,0.75,45.06,49.35,43982,18151,45845,8211,1514,13894,23534,28923,2479802.452053452,885354.9088727107,-1594447.5431807414,21328.30374956436,0.0,0.0,0.0,0
48,0.75,45.06,49.35,41099,20569,45707,8212,1471,13524,23424,28900,2493629.7638207986,914684.958820799,-1578944.8049999997,2759.034803700352,0.0,0.0,0.0,0
49,0.75,45.06,49.35,39962,21346,45557,8213,26903,13159,23290,28865,2673371.2776695164,946875.7695675017,-1726495.5081020147,15455.581244444444,0.0,0.0,0.0,0
50,0.75,45.06,49.35,39472,21362,45395,8218,26128,12798,23129,28833,2696390.3086254257,968225.2196748176,-1728165.088950608,13501.080834029364,0.0,0.0,0.0,0
51,0.75,45.06,49.35,39039,21404,45226,8225,24046,13757,22976,28808,2724026.1149551803,986588.2169616176,-1737437.8979935627,6352.3766162108395,0.0,0.0,0.0,0
52,0.75,45.06,49.35,38609,21404,45036,8259,23347,13421,22658,28964,2757029.4444341855,1006566.2029865148,-1750463.2414476709,14467.037276007322,0.0,0.0,0.0,0
53,0.75,45.06,49.35,46367,21483,44902,8256,22668,13087,22529,28926,2793896.652549639,1025925.1117334476,-1767971.5408161911,17663.780679907606,0.0,0.0,0.0,0
54,0.75,45.06,49.35,53445,21586,44752,8266,22027,12733,22421,28880,2829376.588062384,1045333.2792527064,-1784043.3088096776,18208.298843336604,0.0,0.0,0.0,0
55,0.75,45.06,49.35,58956,21679,44574,8282,21384,12373,22319,28836,2856747.8741318653,1060675.489837497,-1796072.3842943683,10507.460920794136,0.0,0.0,0.0,0
56,0.75,45.06,49.35,58303,21778,44384,8325,20790,12018,22191,28799,2901014.8422177886,1079124.7501641877,-1821890.0920536008,23641.993944844457,0.0,0.0,0.0,0
57,0.75,45.06,49.35,57558,21915,44223,8326,20184,11701,22087,28768,2929046.10515578,1103736.9289028551,-1825309.1762529248,5340.581011526815,0.0,0.0,0.0,0
58,0.75,45.06,49.35,55687,23206,44053,8344,19611,11373,21972,28728,2971338.3726835176,1118902.7038700178,-1852435.6688134999,6509.57328,0.0,0.0,0.0,0
59,0.75,45.06,49.35,51843,26329,43901,8368,19058,11079,21879,28702,2990481.1060010623,1134097.151710632,-1856383.9542904303,3481.3592064646464,0.0,0.0,0.0,0
60,0.75,45.06,49.35,47301,30370,43702,8432,18534,10809,21810,28656,3019439.154714723,1160817.6653973383,-1858621.4893173848,12130.277193660899,0.0,0.0,0.0,0
61,0.75,45.06,49.35,45164,31867,43542,8440,21439,10532,21689,28596,3042734.2969567664,1160817.6653973383,-1881916.631559428,17663.489762625628,0.0,0.0,0.0,0
62,0.75,45.06,49.35,44628,31828,43396,8451,20851,10264,21568,28567,3085001.0333478465,1188778.339493226,-1896222.6938546204,25252.283217777775,0.0,0.0,0.0,0
63,0.75,45.06,49.35,44110,31860,43212,8477,3301,26931,20492,29513,3119093.567213351,1212471.8145967012,-1906621.7526166497,13800.32522755733,0.0,0.0,0.0,0
64,0.75,45.06,49.35,43616,31765,43021,8532,3213,26204,19969,29906,3138935.316639967,1222192.5542668006,-1916742.7623731662,9267.679917929132,0.0,0.0,0.0,0
65,0.75,45.06,49.35,48078,31805,42816,8577,3132,25520,18673,31072,3186405.609815743,1240172.874365106,-1946232.7354506368,14673.491591111111,0.0,0.0,0.0,0
66,0.75,45.06,49.35,56010,31686,42675,8574,3043,24839,18427,31175,3203322.8544021277,1255401.1573876007,-1947921.697014527,4593.284495784828,0.0,0.0,0.0,0
67,0.75,45.06,49.35,63310,31664,42509,8587,2960,24160,18335,31134,3239098.5066160457,1279630.3377156465,-1959468.1689003992,7236.545028266096,0.0,0.0,0.0,0
68,0.75,45.06,49.35,62538,31607,42359,8617,2884,23535,18234,31091,3270502.7610318013,1306860.7171648925,-1963642.0438669089,16279.75204197203,0.0,0.0,0.0,0
69,0.75,45.06,49.35,61344,32004,42191,8649,2790,22929,18134,31055,3301856.847748769,1332762.582754934,-1969094.264993835,10239.690097777777,0.0,0.0,0.0,0
70,0.75,45.06,49.35,57740,34881,42039,8665,2714,22338,18045,31010,3340032.5927459924,1352516.8428321825,-1987515.7499138098,15533.156033429254,0.0,0.0,0.0,0
71,0.75,45.06,49.35,55217,36680,41884,8679,2630,21767,17960,30972,3369417.2924680673,1381032.915697083,-1988384.3767709841,8164.615016869152,0.0,0.0,0.0,0
72,0.75,45.06,49.35,51305,39862,41722,8704,2541,21203,17852,30938,3404233.590485363,1402608.218149971,-2001625.3723353918,10540.093941886125,0.0,0.0,0.0,0
73,0.75,45.06,49.35,48930,41472,41518,8763,27512,20646,17750,30905,3566394.1200033803,1431839.7059091628,-2134554.4140942176,6076.943709128653,0.0,0.0,0.0,0
74,0.75,45.06,49.35,48366,41372,41377,8769,26707,20152,17668,30857,3601699.907976195,1450145.3994213655,-2151554.5085548298,14935.05795718334,0.0,0.0,0.0,0
75,0.75,45.06,49.35,47789,41187,41231,8778,23635,21940,17587,30833,3627745.8335613203,1476880.5942354305,-2150865.23932589,16684.579271111113,0.0,0.0,0.0,0
76,0.75,45.06,49.35,47233,41072,41072,8796,22933,21383,16433,31843,3663042.7771333414,1498864.9558185644,-2164177.8213147772,16326.438520221738,0.0,0.0,0.0,0
77,0.75,45.06,49.35,53504,40914,40876,8862,22269,20819,15397,32752,3698959.409733146,1524954.8305234294,-2174004.5792097165,11921.476871111112,0.0,0.0,0.0,0
78,0.75,45.06,49.35,58569,40853,40729,8864,21636,20270,14737,33284,3742592.0053033824,1557659.901866182,-2184932.1034372,18840.224955639456,0.0,0.0,0.0,0
79,0.75,45.06,49.35,66719,40714,40610,8869,21014,19754,14538,33366,3770827.4769988735,1574295.3166820896,-2196532.160316784,10825.616830559034,0.0,0.0,0.0,0
80,0.75,45.06,49.35,65935,40619,40480,8882,20359,19253,14406,33378,3807724.7736030477,1604042.2722609704,-2203682.5013420773,4355.396515555556,0.0,0.0,0.0,0
81,0.75,45.06,49.35,64605,41079,40302,8928,19813,18750,14247,33399,3840130.811059259,1626420.6089891468,-2213710.2020701123,7695.147011282052,0.0,0.0,0.0,0
82,0.75,45.06,49.35,59780,45021,40143,8965,19233,18267,14136,33401,3866982.7513012155,1657877.0163301092,-2209105.734971106,12675.728337756524,0.0,0.0,0.0,0
83,0.75,45.06,49.35,56479,47388,40041,8971,18710,17795,14077,33348,3906947.636264958,1679331.4653129913,-2227616.1709519667,12051.609906107833,0.0,0.0,0.0,0
84,0.75,45.06,49.35,53372,49638,39875,9013,18124,17361,13991,33318,3937070.5729066194,1706791.999201083,-2230278.5737055363,9636.191405521648,0.0,0.0,0.0,0
85,0.75,45.06,49.35,51941,50301,39680,9093,23365,16939,13908,33273,4111097.462897743,1732282.2556017197,-2378815.207296023,16441.154152537816,0.0,0.0,0.0,0
86,0.75,45.06,49.35,51357,49961,39572,9193,22710,16525,13826,33243,4138202.4987011147,1767636.9335054953,-2370565.565195619,14728.951428962273,0.0,0.0,0.0,0
87,0.75,45.06,49.35,50782,49648,39561,9203,5425,32730,13750,33196,4179757.357064585,1788215.2861623783,-2391542.070902207,11652.708071089368,0.0,0.0,0.0,0
88,0.75,45.06,49.35,50209,49391,39564,9201,5273,31816,13676,33152,4219644.49639431,1811061.672788492,-2408582.823605818,17098.661700520195,0.0,0.0,0.0,0
89,0.75,45.06,49.35,57971,49081,39500,9209,5104,31010,13620,33109,4246521.012839718,1832128.9256434226,-2414392.087196295,15052.217514772816,0.0,0.0,0.0,0
90,0.75,45.06,49.35,64611,48709,39564,9231,4934,30214,13552,33061,4273631.494052223,1874466.89429734,-2399164.599754883,5770.48299996892,0.0,0.0,0.0,0
91,0.75,45.06,49.35,69945,48248,39663,9225,4821,29423,13490,33012,4300608.136140689,1887799.7140625056,-2412808.422078184,9428.811916100061,0.0,0.0,0.0,0
92,0.75,45.06,49.35,69146,47992,39607,9234,4672,28653,13411,32976,4329349.058372583,1944068.4452786895,-2385280.613093894,15900.31651722864,0.0,0.0,0.0,0
93,0.75,45.06,49.35,67621,48460,39556,9257,4522,27942,13349,32914,4379333.103167768,1955763.5748365992,-2423569.5283311685,21451.230147840368,0.0,0.0,0.0,0
94,0.75,45.06,49.35,62213,52765,39479,9303,4394,27219,13277,32885,4405446.039009756,1998704.7087705254,-2406741.3302392308,14663.869162020203,0.0,0.0,0.0,0
95,0.75,45.06,49.35,58109,55863,39507,9320,4300,26565,13119,32916,4458966.950384522,2018694.5157040975,-2440272.4346804246,16793.279331147914,0.0,0.0,0.0,0
96,0.75,45.06,49.35,53770,58940,39613,9334,4157,25893,12982,32929,4477086.327798688,2049735.3315042292,-2427350.9962944584,7401.128344615384,0.0,0.0,0.0,0
97,0.75,45.06,49.35,51845,59810,39691,9348,30549,25254,12866,32945,4665116.709531776,2090856.5173357103,-2574260.1921960656,21793.35130197707,0.0,0.0,0.0,0
98,0.75,45.06,49.35,51221,59330,39612,9382,29673,24624,12173,33539,4684700.67772797,2113854.2493086136,-2570846.4284193567,10547.607828686869,0.0,0.0,0.0,0
99,0.75,45.06,49.35,50627,58988,39535,9406,24956,27837,11634,33980,4723951.086121215,2137346.41412198,-2586604.6719992347,22546.30753311491,0.0,0.0,0.0,0
100,0.75,45.06,49.35,50026,58539,39510,9414,24226,27137,11510,33990,4759550.1384164,2160955.008472301,-2598595.129944099,18626.33069209513,0.0,0.0,0.0,0
101,0.75,45.06,49.35,58541,58215,39442,9424,23579,26441,11444,33963,4801195.339287487,2194985.800919337,-2606209.5383681497,10856.819044669777,0.0,0.0,0.0,0
102,0.75,45.06,49.35,66459,57762,39448,9447,22897,25775,11406,33910,4836970.095583215,2212703.1544071794,-2624266.941176036,16813.18518849269,0.0,0.0,0.0,0
103,0.75,45.06,49.35,73441,57247,39518,9478,22250,25153,11348,33864,4864386.725234501,2244089.526418611,-2620297.19881589,13358.220997058983,0.0,0.0,0.0,0
104,0.75,45.06,49.35,72576,56748,39577,9485,21608,24552,11287,33819,4905264.366522247,2274603.805252229,-2630660.561270018,17028.96238832904,0.0,0.0,0.0,0
105,0.75,45.06,49.35,71357,56863,39480,9516,21016,23905,11179,33811,4943778.427457328,2309986.4367391784,-2633791.9907181496,19746.802120178196,0.0,0.0,0.0,0
106,0.75,45.06,49.35,67295,59637,39399,9543,20416,23324,11033,33855,4977417.482309837,2330896.3963419027,-2646521.085967934,8248.90930206011,0.0,0.0,0.0,0
107,0.75,45.06,49.35,62915,62879,39264,9620,19839,22812,10899,33882,5012141.773364378,2371674.0100070187,-2640467.7633573595,13288.602354492303,0.0,0.0,0.0,0
108,0.75,45.06,49.35,57740,66897,39209,9629,19293,22245,10765,33893,5063562.46309565,2392758.874199077,-2670803.588896573,23896.20488615228,0.0,0.0,0.0,0
109,0.75,45.06,49.35,55383,68115,39178,9638,25011,21696,10670,33880,5240624.1618571235,2428909.444551612,-2811714.7173055117,12870.17710222222,0.0,0.0,0.0,0
110,0.75,45.06,49.35,54714,67601,39262,9650,24322,21184,10610,33825,5278695.085103132,2448329.8846026226,-2830365.2005005092,19941.97818019192,0.0,0.0,0.0,0
111,0.75,45.06,49.35,54096,67006,39348,9680,5941,38370,10560,33788,5301316.086958458,2476028.1273873593,-2825287.9595710984,19091.408301043328,0.0,0.0,0.0,0
112,0.75,45.06,49.35,53459,66511,39311,9696,5750,37388,10511,33746,5341588.07443289,2497022.7862205473,-2844565.2882123427,8722.544658734061,0.0,0.0,0.0,0
113,0.75,45.06,49.35,59685,65943,39370,9720,5568,36367,10473,33703,5374055.808564297,2526618.7252380005,-2847437.0833262964,9326.45029979798,0.0,0.0,0.0,0
114,0.75,45.06,49.35,68345,65440,39354,9743,5405,35477,10439,33656,5405396.74456533,2547069.075317727,-2858327.6692476035,13123.100533187931,0.0,0.0,0.0,0
115,0.75,45.06,49.35,76416,65023,39267,9793,5273,34606,10391,33615,5431204.476930441,2578469.9464002275,-2852734.530530214,14195.340956275024,0.0,0.0,0.0,0
116,0.75,45.06,49.35,75522,64499,39254,9844,5102,33800,10341,33566,5470654.791875944,2601450.604996613,-2869204.1868793303,13500.399965759321,0.0,0.0,0.0,0
117,0.75,45.06,49.35,74051,64639,39171,9845,4945,32957,10288,33531,5503205.278415361,2635142.2489438807,-2868063.0294714808,12208.514337095265,0.0,0.0,0.0,0
118,0.75,45.06,49.35,69513,67882,39101,9871,4788,32114,10237,33479,5546366.039874838,2662504.90856778,-2883861.1313070576,10356.154699087236,0.0,0.0,0.0,0
119,0.75,45.06,49.35,65684,70305,39087,9896,4646,31313,10189,33432,5572440.360053111,2679546.930426178,-2892893.429626933,10251.43994897489,0.0,0.0,0.0,0
120,0.75,45.06,49.35,60905,73683,39077,9933,4532,30541,9908,33636,5601323.795175379,2719497.3576220726,-2881826.4375533066,11423.385497614636,0.0,0.0,0.0,0
121,0.75,45.06,49.35,58252,75115,38986,9950,31508,29790,9393,34045,5786879.55500334,2733948.727577331,-3052930.8274260093,21157.583253333334,0.0,0.0,0.0,0
122,0.75,45.06,49.35,57570,74486,38941,9974,30609,29083,9030,34315,5801081.410826071,2776105.044489685,-3024976.366336386,11311.963257931158,0.0,0.0,0.0,0
123,0.75,45.06,49.35,56893,73933,38947,10000,25640,32504,8937,34311,5850704.705256952,2790099.3732780344,-3060605.3319789176,23917.828616940424,0.0,0.0,0.0,0
124,0.75,45.06,49.35,56275,73389,38865,10050,24886,31687,8879,34285,5876835.332017427,2834806.439228839,-3042028.8927885885,16403.731760061928,0.0,0.0,0.0,0
125,0.75,45.06,49.35,63884,72682,39003,10071,24131,30934,8837,34229,5935346.460369036,2860472.584146871,-3074873.8762221644,25801.293212535784,0.0,0.0,0.0,0
126,0.75,45.06,49.35,70349,72046,39024,10109,23412,30197,8713,34252,5953604.181519077,2896663.4174251384,-3056940.7640939387,12057.899872306407,0.0,0.0,0.0,0
127,0.75,45.06,49.35,79140,71603,38981,10107,22745,29469,8645,34234,5996459.881944044,2917243.8900822564,-3079215.991861787,15342.479045985317,0.0,0.0,0.0,0
128,0.75,45.06,49.35,78224,71047,38903,10187,22081,28751,8569,34232,6020750.421655674,2953373.1025151103,-3067377.319140564,11207.991573333333,0.0,0.0,0.0,0
129,0.75,45.06,49.35,76623,71151,38918,10216,21479,28061,8440,34265,6071083.97933877,2979055.0595632684,-3092028.9197755014,20423.73931636775,0.0,0.0,0.0,0
130,0.75,45.06,49.35,71128,75188,38960,10214,20925,27361,8373,34244,6098439.104934242,3002024.30139948,-3096414.8035347615,9090.080085139942,0.0,0.0,0.0,0
131,0.75,45.06,49.35,67024,77855,38983,10213,20333,26739,8328,34215,6139765.841689597,3030320.844411726,-3109444.997277871,14505.307025562808,0.0,0.0,0.0,0
132,0.75,45.06,49.35,62651,80815,39006,10214,19736,26115,8298,34166,6174642.906300101,3060506.7152280533,-3114136.191072048,8968.727588686868,0.0,0.0,0.0,0
133,0.75,45.06,49.35,60580,81727,38863,10217,25445,25500,8260,34100,6345318.188226517,3096239.243751268,-3249078.9444752494,11051.73719629243,0.0,0.0,0.0,0
134,0.75,45.06,49.35,59888,81094,38828,10226,24727,24888,8222,34050,6373360.885333318,3121915.263432738,-3251445.6219005804,11387.415411302049,0.0,0.0,0.0,0
