cycle,investor_percent_share,exotic_price_per_bdft,native_price_per_bdft,length(trees where ((each.type = NATIVE) and (each.state = SEEDLING))),length(trees where ((each.type = NATIVE) and (each.state = SAPLING))),length(trees where ((each.type = NATIVE) and (each.state = POLE))),length(trees where ((each.type = NATIVE) and (each.state = ADULT))),length(trees where ((each.type = EXOTIC) and (each.state = SEEDLING))),length(trees where ((each.type = EXOTIC) and (each.state = SAPLING))),length(trees where ((each.type = EXOTIC) and (each.state = POLE))),length(trees where ((each.type = EXOTIC) and (each.state = ADULT))),management_running_cost,ITP_running_earning,net_running_earning,partners_earning,independent_earning,investor_total_profit,total_investment_cost,total_investments
355,0.5,45.06,49.35,114091,168176,39884,15347,5273,41152,3622,31103,17395674.046990402,11338002.355716286,-6057671.691274116,25430.793768892258,0.0,0.0,0.0,0
356,0.5,45.06,49.35,112799,166971,39827,15356,5120,40156,3579,31067,17445468.096564393,11373680.500870842,-6071787.595693551,21902.371005279947,0.0,0.0,0.0,0
357,0.5,45.06,49.35,110580,166600,39756,15394,4976,39188,3540,31039,17483896.383024234,11419694.605545646,-6064201.777478589,4166.544447438115,0.0,0.0,0.0,0
358,0.5,45.06,49.35,103099,171427,39782,15432,4832,38210,3581,31011,17515646.435535893,11469188.501355546,-6046457.934180347,11787.947781759503,0.0,0.0,0.0,0
359,0.5,45.06,49.35,96729,175086,39818,15463,4701,37273,3612,30973,17568264.403741322,11505062.876165409,-6063201.527575914,19160.216444444446,0.0,0.0,0.0,0
360,0.5,45.06,49.35,89431,179603,39943,15475,4570,36340,3630,30946,17600601.9676279,11558277.5910033,-6042324.376624601,4636.674477839842,0.0,0.0,0.0,0
361,0.5,45.06,49.35,85732,180419,40064,15517,29575,35467,3592,30910,17780581.046125583,11604736.00281533,-6175845.043310253,30638.944238281947,0.0,0.0,0.0,0
362,0.5,45.06,49.35,84707,178762,40177,15534,28690,34633,3542,30873,17816716.120276034,11655065.0220772,-6161651.098198835,23247.06679009278,0.0,0.0,0.0,0
363,0.5,45.06,49.35,83713,177054,40410,15563,23641,38067,3490,30841,17856760.261465255,11708831.04173367,-6147929.219731586,10706.147952364236,0.0,0.0,0.0,0
364,0.5,45.06,49.35,82775,175399,40596,15605,22986,37154,3457,30802,17907580.864309877,11758750.306104241,-6148830.558205636,12119.557491133326,0.0,0.0,0.0,0
365,0.5,45.06,49.35,93798,173623,40820,15633,22311,36324,3418,30772,17937484.12309535,11798815.688001804,-6138668.435093544,20566.10553259576,0.0,0.0,0.0,0
366,0.5,45.06,49.35,104414,172195,40790,15661,21678,35440,3367,30743,17980909.54242889,11873045.223822786,-6107864.318606103,19169.55631537895,0.0,0.0,0.0,0
367,0.5,45.06,49.35,115759,170878,40708,15672,21012,34645,3328,30702,18029854.26711115,11891779.61953931,-6138074.647571839,24269.678813404247,0.0,0.0,0.0,0
368,0.5,45.06,49.35,114394,169536,40629,15689,20420,33835,3287,30684,18048652.666221406,11959283.784814356,-6089368.88140705,11483.017434408015,0.0,0.0,0.0,0
369,0.5,45.06,49.35,111957,169053,40704,15706,19793,33094,3247,30645,18107241.007381137,12002788.595552802,-6104452.411828335,25857.492740302463,0.0,0.0,0.0,0
370,0.5,45.06,49.35,103960,174207,40695,15724,19269,31903,3637,30617,18143285.263153918,12035989.47666042,-6107295.786493499,28966.458000630773,0.0,0.0,0.0,0
371,0.5,45.06,49.35,97496,178176,40620,15752,18710,30859,3885,30591,18187269.39769412,12105142.905251266,-6082126.492442852,6176.530317575757,0.0,0.0,0.0,0
372,0.5,45.06,49.35,90310,182645,40664,15764,18201,29914,4075,30558,18228071.00210493,12144328.720726512,-6083742.281378418,20957.773805669673,0.0,0.0,0.0,0
373,0.5,45.06,49.35,86860,183342,40876,15774,23843,29169,4090,30513,18401577.95415205,12217159.603764262,-6184418.350387789,20804.895572673577,0.0,0.0,0.0,0
374,0.5,45.06,49.35,85872,181604,41093,15796,23186,28501,4046,30470,18455492.063540768,12251452.766519777,-6204039.29702099,23895.29217683715,0.0,0.0,0.0,0
375,0.5,45.06,49.35,84899,179745,41373,15837,5816,44539,4003,30440,18484378.792318165,12299806.758913966,-6184572.033404199,14632.033345045462,0.0,0.0,0.0,0
376,0.5,45.06,49.35,83944,178162,41518,15859,5626,43444,3941,30413,18530741.52487077,12359043.483697247,-6171698.041173521,8018.673156922445,0.0,0.0,0.0,0
377,0.5,45.06,49.35,95245,176518,41639,15887,5457,42379,3890,30365,18584290.449543353,12403033.997063966,-6181256.452479387,31076.468929612754,0.0,0.0,0.0,0
378,0.5,45.06,49.35,106356,175111,41575,15930,5294,41359,3845,30336,18622663.029325526,12483799.364084138,-6138863.665241389,27746.641274835405,0.0,0.0,0.0,0
379,0.5,45.06,49.35,117150,173732,41517,15969,5155,40403,3807,30289,18677237.639593083,12540045.452645054,-6137192.186948029,26886.709755374664,0.0,0.0,0.0,0
380,0.5,45.06,49.35,115786,172324,41512,16006,5010,39444,3761,30256,18722718.630058497,12585530.942996554,-6137187.687061943,20896.457265387355,0.0,0.0,0.0,0
381,0.5,45.06,49.35,113361,171973,41533,16024,4882,38450,3714,30221,18755678.95057648,12650452.888033202,-6105226.062543279,10439.041380502575,0.0,0.0,0.0,0
382,0.5,45.06,49.35,105327,177238,41579,16030,4744,37417,3753,30191,18801572.073595174,12696351.978808798,-6105220.094786376,25935.03276091432,0.0,0.0,0.0,0
383,0.5,45.06,49.35,98625,181225,41629,16064,4614,36472,3775,30165,18833296.466898087,12746633.577317098,-6086662.889580989,20247.684321198845,0.0,0.0,0.0,0
384,0.5,45.06,49.35,91133,185964,41683,16091,4498,35536,3779,30128,18882416.31160423,12781980.252212603,-6100436.059391629,19237.535450699565,0.0,0.0,0.0,0
385,0.5,45.06,49.35,87520,186793,41752,16133,28849,34685,3747,30099,19054777.956566717,12845468.995583836,-6209308.9609828815,11156.904973302253,0.0,0.0,0.0,0
386,0.5,45.06,49.35,86538,185072,41931,16137,27978,33821,3705,30055,19102274.627345245,12891930.34034917,-6210344.286996076,27413.147942377254,0.0,0.0,0.0,0
387,0.5,45.06,49.35,85562,183234,42249,16148,23011,37112,3657,30014,19136297.42021454,12933907.372082168,-6202390.048132373,10160.029844871258,0.0,0.0,0.0,0
388,0.5,45.06,49.35,84559,181636,42386,16152,22339,36226,3617,29989,19170915.754465148,13012895.855063142,-6158019.899402006,10811.22663827059,0.0,0.0,0.0,0
389,0.5,45.06,49.35,96180,180085,42452,16155,21696,35381,3582,29948,19233047.808059197,13060793.99372086,-6172253.814338338,22817.244818568062,0.0,0.0,0.0,0
390,0.5,45.06,49.35,107576,178621,42420,16166,21074,34576,3552,29924,19267759.92402194,13140791.799158055,-6126968.124863885,20474.712926474684,0.0,0.0,0.0,0
391,0.5,45.06,49.35,118745,177239,42428,16167,20469,33718,3509,29882,19321773.302951172,13178763.331593161,-6143009.971358011,29734.883232339038,0.0,0.0,0.0,0
392,0.5,45.06,49.35,117343,175619,42459,16171,19873,32974,3471,29852,19356999.889741987,13260196.671199115,-6096803.218542872,14944.550283537268,0.0,0.0,0.0,0
393,0.5,45.06,49.35,115011,175038,42571,16193,19340,32172,3430,29795,19427631.875743695,13267252.577857303,-6160379.297886392,37173.344060225936,0.0,0.0,0.0,0
394,0.5,45.06,49.35,107152,180173,42560,16209,18780,30940,3846,29775,19455826.306831915,13351059.331382362,-6104766.975449553,12880.311888788789,0.0,0.0,0.0,0
395,0.5,45.06,49.35,100435,184176,42516,16224,18214,29937,4083,29728,19515337.44079066,13374460.148921989,-6140877.291868672,15928.751626649631,0.0,0.0,0.0,0
396,0.5,45.06,49.35,92684,189021,42612,16231,17737,29004,4272,29715,19544459.758495823,13448834.391588412,-6095625.36690741,16845.23884198362,0.0,0.0,0.0,0
397,0.5,45.06,49.35,88994,189807,42774,16251,23349,28305,4265,29674,19750601.19230191,13487318.297741214,-6263282.894560697,23000.437561642077,0.0,0.0,0.0,0
398,0.5,45.06,49.35,87926,188000,42936,16283,22679,27650,4216,29642,19768172.66957117,13550888.162890831,-6217284.506680338,12178.010657392242,0.0,0.0,0.0,0
399,0.5,45.06,49.35,86855,186177,43272,16303,5734,43348,4165,29610,19811839.278322183,13616420.142188922,-6195419.136133261,24557.2820136941,0.0,0.0,0.0,0
400,0.5,45.06,49.35,85817,184306,43539,16325,5581,42291,4119,29576,19856647.813502684,13662134.403689642,-6194513.409813043,24934.929449675426,0.0,0.0,0.0,0
401,0.5,45.06,49.35,97014,182626,43657,16344,5422,41264,4076,29550,19915004.72278749,13724158.429377034,-6190846.293410454,17869.216998294418,0.0,0.0,0.0,0
402,0.5,45.06,49.35,108764,181173,43486,16364,5246,40244,4029,29504,19950418.384740133,13762097.902412899,-6188320.482327234,18446.63922336352,0.0,0.0,0.0,0
403,0.5,45.06,49.35,120164,179640,43428,16394,5100,39233,3969,29486,19976589.309886504,13840433.64362067,-6136155.666265834,24323.94720526283,0.0,0.0,0.0,0
404,0.5,45.06,49.35,118791,178228,43391,16425,4953,38306,3932,29433,20048170.88945323,13897654.780539252,-6150516.108913977,31553.12481614954,0.0,0.0,0.0,0
405,0.5,45.06,49.35,116416,177747,43398,16442,4807,37443,3871,29400,20084501.22606426,13942984.550241794,-6141516.675822467,20492.236348754624,0.0,0.0,0.0,0
406,0.5,45.06,49.35,108161,183047,43478,16465,4677,36466,3927,29371,20133816.96689023,14014127.825245256,-6119689.141644975,10376.89880888889,0.0,0.0,0.0,0
407,0.5,45.06,49.35,101500,186885,43577,16481,4558,35518,3950,29332,20182260.17001187,14055070.707136983,-6127189.4628748875,22646.00273590158,0.0,0.0,0.0,0
408,0.5,45.06,49.35,93743,191789,43664,16495,4419,34591,3965,29304,20216846.99981201,14113156.099569906,-6103690.900242105,11647.786075611912,0.0,0.0,0.0,0
409,0.5,45.06,49.35,89948,192833,43763,16503,28097,33810,3925,29260,20419081.10429089,14134989.851897603,-6284091.252393289,28816.57672878124,0.0,0.0,0.0,0
410,0.5,45.06,49.35,88882,190932,43930,16552,27295,33034,3879,29243,20442043.75097155,14237260.282313174,-6204783.468658375,21832.53882808655,0.0,0.0,0.0,0
411,0.5,45.06,49.35,87873,189019,44211,16570,22441,36373,3837,29186,20497353.853822056,14268859.75765103,-6228494.096171027,16335.61432569917,0.0,0.0,0.0,0
412,0.5,45.06,49.35,86889,187341,44337,16592,21742,35549,3797,29168,20524394.906528264,14376106.761048013,-6148288.145480251,21509.335494818213,0.0,0.0,0.0,0
413,0.5,45.06,49.35,98397,185510,44562,16611,21101,34763,3751,29109,20594291.458055545,14397774.55689679,-6196516.901158754,31174.699318489147,0.0,0.0,0.0,0
414,0.5,45.06,49.35,109658,183895,44501,16629,20474,33937,3709,29098,20605461.194651388,14479631.076783631,-6125830.117867757,5229.790210909091,0.0,0.0,0.0,0
415,0.5,45.06,49.35,121421,182462,44441,16678,19894,33120,3668,29056,20671419.838977035,14550377.426972814,-6121042.412004221,28495.122438952752,0.0,0.0,0.0,0
416,0.5,45.06,49.35,120015,180951,44386,16727,19332,32350,3626,29011,20721116.653253075,14574645.982460057,-6146470.670793017,36123.67097344993,0.0,0.0,0.0,0
417,0.5,45.06,49.35,117621,180496,44372,16742,18730,31572,3592,28994,20758441.788868826,14683702.851441717,-6074738.937427109,6250.867306059576,0.0,0.0,0.0,0
418,0.5,45.06,49.35,109362,185763,44396,16757,18181,30384,3989,28931,20820495.33618372,14690478.576361526,-6130016.7598221935,15086.716609062338,0.0,0.0,0.0,0
419,0.5,45.06,49.35,102494,189806,44351,16774,17667,29388,4229,28912,20852496.35688035,14767895.118499761,-6084601.238380587,14413.157855647787,0.0,0.0,0.0,0
420,0.5,45.06,49.35,94882,194627,44334,16813,17209,28501,4400,28878,20922387.31597195,14818019.566129258,-6104367.74984269,35201.57354777405,0.0,0.0,0.0,0
421,0.5,45.06,49.35,91129,195468,44382,16862,22685,27762,4396,28843,21093525.64857872,14868650.036344426,-6224875.612234293,24574.975907614713,0.0,0.0,0.0,0
422,0.5,45.06,49.35,90027,193507,44688,16866,22055,27143,4349,28821,21129187.860762555,14921833.374977248,-6207354.485785307,18019.98489565952,0.0,0.0,0.0,0
423,0.5,45.06,49.35,89027,191493,45020,16899,5651,42334,4302,28775,21182910.379700076,14943623.530522699,-6239286.849177377,18306.22797403992,0.0,0.0,0.0,0
424,0.5,45.06,49.35,88040,189762,45146,16925,5476,41298,4258,28762,21215160.028314173,15033985.321788564,-6181174.706525609,9157.888897493645,0.0,0.0,0.0,0
425,0.5,45.06,49.35,99837,187928,45296,16999,5309,40262,4215,28709,21272892.452154465,15053567.638843946,-6219324.813310519,18482.22844596982,0.0,0.0,0.0,0
426,0.5,45.06,49.35,111504,186424,45171,17032,5143,39279,4174,28690,21295518.57062797,15137786.360755164,-6157732.209872805,20820.23922737463,0.0,0.0,0.0,0
427,0.5,45.06,49.35,122983,184869,45090,17120,5006,38329,4126,28640,21348617.969071854,15159626.787108973,-6188991.181962881,22130.110124724564,0.0,0.0,0.0,0
428,0.5,45.06,49.35,121570,183358,45068,17148,4856,37429,4082,28631,21387621.56443263,15248313.625918545,-6139307.938514084,19565.962204444448,0.0,0.0,0.0,0
429,0.5,45.06,49.35,119084,182850,45063,17153,4716,36555,4044,28594,21437900.494108506,15251685.932823742,-6186214.561284764,12665.69908713223,0.0,0.0,0.0,0
430,0.5,45.06,49.35,110545,188352,45097,17155,4572,35587,4091,28586,21466712.700161442,15349276.38320567,-6117436.316955771,16974.158832418303,0.0,0.0,0.0,0
431,0.5,45.06,49.35,103486,192676,45104,17160,4446,34637,4111,28531,21532832.761203445,15373489.551335331,-6159343.209868114,19817.476539135005,0.0,0.0,0.0,0
432,0.5,45.06,49.35,95561,197656,45115,17174,4296,33733,4132,28511,21551509.812727183,15458329.357066024,-6093180.455661159,10869.969176903933,0.0,0.0,0.0,0
433,0.5,45.06,49.35,91739,198564,45262,17181,27271,32912,4091,28463,21745071.34802549,15507945.334599048,-6237126.013426442,21543.074419790057,0.0,0.0,0.0,0
434,0.5,45.06,49.35,90683,196673,45465,17205,26457,32099,4052,28419,21781475.71897044,15547183.75658656,-6234291.962383881,29763.420946612743,0.0,0.0,0.0,0
435,0.5,45.06,49.35,89682,194622,45815,17213,21769,35307,4020,28397,21828785.65720374,15633661.600362444,-6195124.056841297,11449.08688,0.0,0.0,0.0,0
436,0.5,45.06,49.35,88655,192837,46025,17233,21117,34437,3980,28352,21877425.441747162,15701930.562971337,-6175494.878775826,20391.984983579197,0.0,0.0,0.0,0
437,0.5,45.06,49.35,100702,191088,46068,17268,20530,33594,3935,28325,21911836.789357018,15786982.353303872,-6124854.436053146,19202.524993588184,0.0,0.0,0.0,0
438,0.5,45.06,49.35,112651,189580,46009,17271,19942,32792,3897,28272,21964080.95069585,15847855.203204386,-6116225.747491464,24819.474641896002,0.0,0.0,0.0,0
439,0.5,45.06,49.35,124437,187989,45957,17278,19353,31973,3854,28241,22000342.31144723,15929007.544295441,-6071334.767151788,26560.38931399324,0.0,0.0,0.0,0
440,0.5,45.06,49.35,122988,186472,45930,17301,18767,31260,3822,28200,22057508.718103144,15983012.884472284,-6074495.83363086,21076.590768018865,0.0,0.0,0.0,0
441,0.5,45.06,49.35,120600,185778,46031,17313,18216,30541,3772,28171,22090785.265746586,16053366.347125223,-6037418.918621363,15828.233027339837,0.0,0.0,0.0,0
442,0.5,45.06,49.35,112258,191200,46034,17332,17700,29428,4152,28126,22165604.485077508,16118149.903955923,-6047454.581121584,40026.222152073555,0.0,0.0,0.0,0
443,0.5,45.06,49.35,105076,195386,46070,17331,17216,28456,4385,28090,22205775.96578295,16181644.394914893,-6024131.570868058,17672.495188675937,0.0,0.0,0.0,0
444,0.5,45.06,49.35,97053,200431,46168,17354,16753,27600,4551,28047,22257051.531387728,16225718.196639309,-6031333.334748419,17151.63913922952,0.0,0.0,0.0,0
445,0.5,45.06,49.35,93171,201341,46357,17372,22183,26910,4533,28025,22438702.37171589,16324333.245023599,-6114369.1266922895,18617.885119302795,0.0,0.0,0.0,0
446,0.5,45.06,49.35,92167,199412,46531,17404,21531,26307,4471,27977,22490906.616891924,16352637.765474392,-6138268.851417532,31520.956955266603,0.0,0.0,0.0,0
447,0.5,45.06,49.35,91085,197351,46909,17427,5547,41150,4427,27957,22521502.77891273,16429869.384656433,-6091633.3942562975,16452.30513015305,0.0,0.0,0.0,0
448,0.5,45.06,49.35,90071,195393,47191,17440,5380,40109,4387,27919,22568443.985455815,16508828.84893264,-6059615.136523174,21383.205620949484,0.0,0.0,0.0,0
449,0.5,45.06,49.35,101806,193578,47359,17465,5234,39138,4336,27884,22623604.749040518,16556799.171336643,-6066805.577703875,13156.231906635589,0.0,0.0,0.0,0
450,0.5,45.06,49.35,113944,192146,47143,17494,5056,38187,4293,27865,22653063.40135112,16641000.810836421,-6012062.590514699,14201.511938998297,0.0,0.0,0.0,0
451,0.5,45.06,49.35,125964,190592,47104,17508,4901,37232,4240,27823,22696369.357466545,16732171.321089141,-5964198.036377404,25044.947557773914,0.0,0.0,0.0,0
452,0.5,45.06,49.35,124481,188989,47143,17533,4763,36280,4185,27775,22753086.78056199,16759819.091150133,-5993267.689411858,28554.712443039232,0.0,0.0,0.0,0
453,0.5,45.06,49.35,122024,188443,47128,17553,4625,35397,4149,27750,22792557.74313564,16851226.66385585,-5941331.079279788,24197.601508997937,0.0,0.0,0.0,0
454,0.5,45.06,49.35,113405,193983,47114,17568,4485,34458,4201,27712,22845850.722974163,16899443.06027354,-5946407.662700623,13006.980151246864,0.0,0.0,0.0,0
455,0.5,45.06,49.35,106444,198020,47115,17582,4342,33545,4219,27692,22888462.725894395,16997657.71737876,-5890805.008515634,15146.878261062708,0.0,0.0,0.0,0
456,0.5,45.06,49.35,98273,203059,47144,17583,4223,32695,4225,27656,22936664.426298257,17071486.4283993,-5865177.997898959,21548.28138527575,0.0,0.0,0.0,0
457,0.5,45.06,49.35,94258,204016,47309,17610,26464,31867,4185,27618,23121166.83401577,17150449.779441822,-5970717.054573949,19824.095942184882,0.0,0.0,0.0,0
458,0.5,45.06,49.35,93195,202122,47476,17627,25618,31152,4146,27583,23167703.345057357,17234856.939495225,-5932846.405562133,21214.4552620224,0.0,0.0,0.0,0
459,0.5,45.06,49.35,92106,199821,47956,17657,21024,34279,4105,27551,23206282.497843936,17314395.916350216,-5891886.58149372,8416.65099996892,0.0,0.0,0.0,0
460,0.5,45.06,49.35,91045,197871,48275,17664,20388,33520,4079,27504,23268901.647881124,17369865.278013825,-5899036.369867299,38160.42884049592,0.0,0.0,0.0,0
461,0.5,45.06,49.35,103048,196105,48364,17700,19803,32699,4033,27461,23313848.166906543,17427445.466440193,-5886402.70046635,24389.068200620106,0.0,0.0,0.0,0
462,0.5,45.06,49.35,114975,194655,48217,17728,19245,31871,3998,27438,23359978.78315584,17524626.89637278,-5835351.88678306,27742.4024133711,0.0,0.0,0.0,0
463,0.5,45.06,49.35,127225,193142,48087,17769,18705,31155,3946,27409,23398139.941764012,17558361.019411553,-5839778.922352459,14467.263966381746,0.0,0.0,0.0,0
464,0.5,45.06,49.35,125750,191631,48035,17785,18160,30397,3908,27389,23446663.236714296,17678601.08684978,-5768062.149864517,19306.265312984575,0.0,0.0,0.0,0
465,0.5,45.06,49.35,123226,191062,48054,17820,17623,29676,3866,27322,23512414.49614301,17704758.73850354,-5807655.757639468,31912.834859489125,0.0,0.0,0.0,0
466,0.5,45.06,49.35,114567,196500,48142,17831,17110,28626,4216,27308,23542496.208050396,17840007.633367747,-5702488.574682649,6052.2839788734545,0.0,0.0,0.0,0
467,0.5,45.06,49.35,107353,200805,48065,17881,16630,27698,4431,27242,23621138.514973626,17870807.01015564,-5750331.504817985,33391.12350173658,0.0,0.0,0.0,0
468,0.5,45.06,49.35,99233,205783,48089,17888,16144,26835,4615,27232,23649227.235744376,17973419.779148143,-5675807.456596233,13645.404326534463,0.0,0.0,0.0,0
469,0.5,45.06,49.35,95253,206574,48266,17899,21491,26230,4615,27181,23862204.39866037,18003535.85802335,-5858668.54063702,29724.449583888294,0.0,0.0,0.0,0
470,0.5,45.06,49.35,94112,204576,48489,17913,20909,25627,4547,27152,23891351.14654065,18073935.66426342,-5817415.482277229,10714.068596524836,0.0,0.0,0.0,0
471,0.5,45.06,49.35,93042,202419,48893,17926,5502,39917,4489,27125,23931623.0718047,18145279.055627517,-5786344.016177181,17716.504026135757,0.0,0.0,0.0,0
472,0.5,45.06,49.35,91969,200400,49126,17936,5341,38940,4427,27093,23980765.399141185,18217492.71286619,-5763272.686274994,21438.15099710443,0.0,0.0,0.0,0
473,0.5,45.06,49.35,104184,198616,49230,17946,5196,37940,4373,27056,24024517.431709193,18261274.502442528,-5763242.929266665,14918.67482090042,0.0,0.0,0.0,0
474,0.5,45.06,49.35,116278,197091,49060,17976,5038,37063,4326,27034,24054632.383938715,18366970.48395368,-5687661.899985034,22317.157112342065,0.0,0.0,0.0,0
475,0.5,45.06,49.35,128239,195523,49030,17973,4921,36205,4286,26963,24137812.291992713,18414173.146752663,-5723639.14524005,39004.864065565474,0.0,0.0,0.0,0
476,0.5,45.06,49.35,126768,193923,48967,17979,4770,35344,4239,26944,24173822.786104385,18508142.841402106,-5665679.944702279,17913.84303557188,0.0,0.0,0.0,0
477,0.5,45.06,49.35,124200,193524,48954,17994,4625,34484,4192,26896,24233274.74558696,18560883.886365693,-5672390.859221268,15441.794601230871,0.0,0.0,0.0,0
478,0.5,45.06,49.35,115365,199081,49045,18014,4508,33612,4225,26858,24283693.245286062,18631812.874145534,-5651880.3711405285,21653.51158792322,0.0,0.0,0.0,0
479,0.5,45.06,49.35,107963,203347,49036,18019,4373,32732,4248,26824,24326522.177758027,18688182.916839898,-5638339.260918129,17976.131253633495,0.0,0.0,0.0,0
480,0.5,45.06,49.35,99612,208624,49022,18034,4245,31952,4247,26796,24377762.936497897,18774376.656256422,-5603386.2802414745,33512.74026017073,0.0,0.0,0.0,0
481,0.5,45.06,49.35,95577,209452,49188,18037,25788,31180,4212,26753,24563146.604013644,18829324.252772406,-5733822.351241238,16650.016057301113,0.0,0.0,0.0,0
482,0.5,45.06,49.35,94463,207436,49432,18063,25014,30449,4172,26723,24601357.450261585,18929165.228925772,-5672192.221335813,31687.808578650816,0.0,0.0,0.0,0
